"_raw","_time",host,source,sourcetype,index
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap07-fl16.blr3, Interface 802.11b/g/n"", ""source"": ""LradIf!a0:3d:6f:0b:48:10!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547720986355, ""alarmId"": 2924747855, ""nttyaddrss7_address"": "" 10. 74.  4.240"", ""@id"": 2924747855, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'ap07-fl16.blr3'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547720986355, ""wirelessSpecificAlarmId"": ""10.74.4.240_1_f5:"", ""lastUpdatedAt"": 1547721484195, ""@displayName"": ""2924747855""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!a0:3d:6f:0b:48:10!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap11-3.bss, Interface 802.11a/n/ac"", ""source"": ""LradIf!00:6b:f1:a1:99:e0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547720702946, ""alarmId"": 2924716580, ""nttyaddrss7_address"": "" 10. 16. 22.240"", ""@id"": 2924716580, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'ap11-3.bss'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547720702946, ""wirelessSpecificAlarmId"": ""10.16.22.240_2_81"", ""lastUpdatedAt"": 1547720702946, ""@displayName"": ""2924716580""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!00:6b:f1:a1:99:e0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap05-fl8.cdg, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!f4:db:e6:27:db:20!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547719702380, ""alarmId"": 2924679678, ""nttyaddrss7_address"": "" 10. 36.  0.240"", ""@id"": 2924679678, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'ap05-fl8.cdg'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547719702380, ""wirelessSpecificAlarmId"": ""10.36.0.240_0_3c:"", ""lastUpdatedAt"": 1547720798920, ""@displayName"": ""2924679678""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!f4:db:e6:27:db:20!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap02-fl4.mxp, Interface 802.11a/n/ac"", ""source"": ""LradIf!58:ac:78:c6:e0:c0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547716483483, ""alarmId"": 2924613081, ""nttyaddrss7_address"": "" 10. 36.  0.240"", ""@id"": 2924613081, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'ap02-fl4.mxp'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547716483483, ""wirelessSpecificAlarmId"": ""10.36.0.240_2_3c:"", ""lastUpdatedAt"": 1547716483483, ""@displayName"": ""2924613081""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!58:ac:78:c6:e0:c0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP10-10.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:68:c4:20!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547716141153, ""alarmId"": 2924612814, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2924612814, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP10-10.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547716141153, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547716141153, ""@displayName"": ""2924612814""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:68:c4:20!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap02-fl4.lcy, Interface 802.11a/n/ac"", ""source"": ""LradIf!cc:46:d6:1a:e2:20!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547715147648, ""alarmId"": 2924561982, ""nttyaddrss7_address"": "" 10. 36.  0.240"", ""@id"": 2924561982, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'ap02-fl4.lcy'.Interferer severity is '3'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547715147648, ""wirelessSpecificAlarmId"": ""10.36.0.240_2_3c:"", ""lastUpdatedAt"": 1547722016023, ""@displayName"": ""2924561982""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!cc:46:d6:1a:e2:20!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap05-fl7.mxp, Interface 802.11a/n/ac"", ""source"": ""LradIf!00:27:e3:7a:72:10!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547714632132, ""alarmId"": 2924527579, ""nttyaddrss7_address"": "" 10. 36.  0.240"", ""@id"": 2924527579, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'ap05-fl7.mxp'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547714632132, ""wirelessSpecificAlarmId"": ""10.36.0.240_2_3c:"", ""lastUpdatedAt"": 1547714632132, ""@displayName"": ""2924527579""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!00:27:e3:7a:72:10!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""WLAN Controller wlc01.bos/10.16.22.240"", ""source"": ""10.16.22.240"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SIGNATURE_ATTACK"", ""ordinal"": -1}, ""alarmFoundAt"": 1556668799000, ""alarmId"": 2924275743, ""nttyaddrss7_address"": "" 10. 16. 22.240"", ""@id"": 2924275743, ""message"": ""IDS 'NULL probe resp 1' Signature attack detected on AP 'ap02-3e.bos' protocol '802.11b/g' on Controller '10.16.22.240'. The Signature description is 'NULL Probe Response - Zero length SSID element', with precedence '2'. The attacker's mac address is 'de:55:3d:c1:29:16', channel number is '1', and the number of detections is '1'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547705825105, ""wirelessSpecificAlarmId"": ""SignatureStandard"", ""lastUpdatedAt"": 1547705828782, ""@displayName"": ""2924275743""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
10.16.22.240",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP12-12.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!b0:8b:cf:e0:2b:80!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1552694399000, ""alarmId"": 2924233292, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2924233292, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP12-12.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547705282569, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547721600144, ""@displayName"": ""2924233292""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!b0:8b:cf:e0:2b:80!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP12-10.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:72:5d:92:07:80!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1552694399000, ""alarmId"": 2924233173, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2924233173, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP12-10.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547705109709, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547705109709, ""@displayName"": ""2924233173""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:92:07:80!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""7c:0e:ce:4a:7a:70:lap04-fl8.nrt"", ""source"": ""UnifiedAp!7c:0e:ce:4a:7a:70"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1550707199000, ""alarmId"": 2924232905, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2924232905, ""message"": ""AP 'lap04-fl8.nrt' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1547704796589, ""wirelessSpecificAlarmId"": ""7c:0e:ce:4a:7a:70"", ""lastUpdatedAt"": 1547704796589, ""@displayName"": ""2924232905""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!7c:0e:ce:4a:7a:70",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""7c:0e:ce:70:75:30:lap03-fl8.nrt"", ""source"": ""UnifiedAp!7c:0e:ce:70:75:30"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1551657599000, ""alarmId"": 2924232904, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2924232904, ""message"": ""AP 'lap03-fl8.nrt' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1547704796589, ""wirelessSpecificAlarmId"": ""7c:0e:ce:70:75:30"", ""lastUpdatedAt"": 1547704796589, ""@displayName"": ""2924232904""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!7c:0e:ce:70:75:30",PRIME_Alarms,raw_global
"{""category"": {""value"": ""AP"", ""ordinal"": 1}, ""deviceName"": ""00:2a:10:2d:ed:40:AP01.bog"", ""source"": ""UnifiedAp!00:2a:10:2d:ed:40"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""AP_DISASSOCIATED"", ""ordinal"": -1}, ""alarmFoundAt"": 1547704796589, ""alarmId"": 2924232903, ""nttyaddrss7_address"": ""NULL_VALUE"", ""@id"": 2924232903, ""message"": ""AP 'AP01.bog' disassociated."", ""acknowledgementStatus"": false, ""timeStamp"": 1547704796589, ""wirelessSpecificAlarmId"": ""00:2a:10:2d:ed:40"", ""lastUpdatedAt"": 1547704796589, ""@displayName"": ""2924232903""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
UnifiedAp!00:2a:10:2d:ed:40",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap02-fl16.blr3, Interface 802.11b/g/n"", ""source"": ""LradIf!a0:3d:6f:09:01:60!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547693486327, ""alarmId"": 2923916334, ""nttyaddrss7_address"": "" 10. 74.  4.240"", ""@id"": 2923916334, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'ap02-fl16.blr3'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547693486327, ""wirelessSpecificAlarmId"": ""10.74.4.240_1_f5:"", ""lastUpdatedAt"": 1547693486327, ""@displayName"": ""2923916334""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!a0:3d:6f:09:01:60!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""WLAN Controller wlc01.ams2/10.36.0.240"", ""source"": ""10.36.0.240"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SIGNATURE_ATTACK"", ""ordinal"": -1}, ""alarmFoundAt"": 1553126399000, ""alarmId"": 2923867611, ""nttyaddrss7_address"": "" 10. 36.  0.240"", ""@id"": 2923867611, ""message"": ""IDS 'NULL probe resp 1' Signature attack detected on AP 'ap01-fl4-oil.lcy' protocol '802.11b/g' on Controller '10.36.0.240'. The Signature description is 'NULL Probe Response - Zero length SSID element', with precedence '2'. The attacker's mac address is '02:18:4a:a7:be:df', channel number is '1', and the number of detections is '1'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547692628877, ""wirelessSpecificAlarmId"": ""SignatureStandard"", ""lastUpdatedAt"": 1547721979325, ""@displayName"": ""2923867611""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
10.36.0.240",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""WLAN Controller wlc01.rdu2/10.11.220.240"", ""source"": ""10.11.220.240"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SIGNATURE_ATTACK"", ""ordinal"": -1}, ""alarmFoundAt"": 1547691987400, ""alarmId"": 2923867160, ""nttyaddrss7_address"": "" 10. 11.220.240"", ""@id"": 2923867160, ""message"": ""IDS 'NULL probe resp 1' Signature attack detected on AP 'AP11-5.sjc' protocol '802.11b/g' on Controller '10.11.220.240'. The Signature description is 'NULL Probe Response - Zero length SSID element', with precedence '2'. The attacker's mac address is 'de:55:3d:c1:61:92', channel number is '11', and the number of detections is '1'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547691987400, ""wirelessSpecificAlarmId"": ""SignatureStandard"", ""lastUpdatedAt"": 1547721471408, ""@displayName"": ""2923867160""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
10.11.220.240",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""WLAN Controller wlc01.bne/10.64.57.240"", ""source"": ""10.64.57.240"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SIGNATURE_ATTACK"", ""ordinal"": -1}, ""alarmFoundAt"": 1555804799000, ""alarmId"": 2923775224, ""nttyaddrss7_address"": "" 10. 64. 57.240"", ""@id"": 2923775224, ""message"": ""IDS 'NULL probe resp 1' Signature attack detected on AP 'ap18-flr4.bne' protocol '802.11a' on Controller '10.64.57.240'. The Signature description is 'NULL Probe Response - Zero length SSID element', with precedence '2'. The attacker's mac address is '8a:15:14:58:18:ff', channel number is '157', and the number of detections is '1'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547689591535, ""wirelessSpecificAlarmId"": ""SignatureStandard"", ""lastUpdatedAt"": 1547721961615, ""@displayName"": ""2923775224""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
10.64.57.240",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP13-10.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:72:5d:31:61:e0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547684078479, ""alarmId"": 2922705069, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2922705069, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP13-10.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547684078479, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547684078479, ""@displayName"": ""2922705069""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:72:5d:31:61:e0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP ap03-4.bss, Interface 802.11a/n/ac"", ""source"": ""LradIf!00:6b:f1:a6:91:a0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547680744907, ""alarmId"": 2922589727, ""nttyaddrss7_address"": "" 10. 16. 22.240"", ""@id"": 2922589727, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'ap03-4.bss'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547680744907, ""wirelessSpecificAlarmId"": ""10.16.22.240_2_81"", ""lastUpdatedAt"": 1547680744907, ""@displayName"": ""2922589727""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!00:6b:f1:a6:91:a0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP05.eze, Interface 802.11a/n/ac"", ""source"": ""LradIf!00:fe:c8:7b:0d:90!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547680622424, ""alarmId"": 2922518584, ""nttyaddrss7_address"": "" 10. 97.120.240"", ""@id"": 2922518584, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP05.eze'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547680622424, ""wirelessSpecificAlarmId"": ""10.97.120.240_2_1"", ""lastUpdatedAt"": 1547722004678, ""@displayName"": ""2922518584""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!00:fe:c8:7b:0d:90!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP04.mex, Interface 802.11a/n/ac"", ""source"": ""LradIf!5c:83:8f:d3:07:60!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1549583999000, ""alarmId"": 2922518440, ""nttyaddrss7_address"": "" 10. 11.220.240"", ""@id"": 2922518440, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP04.mex'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547680377264, ""wirelessSpecificAlarmId"": ""10.11.220.240_2_9"", ""lastUpdatedAt"": 1547680742669, ""@displayName"": ""2922518440""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!5c:83:8f:d3:07:60!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP09-13.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:61:5c:80!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547677124744, ""alarmId"": 2922449562, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2922449562, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP09-13.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547677124744, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547677124744, ""@displayName"": ""2922449562""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:5c:80!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP04-11.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:68:40!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547676939420, ""alarmId"": 2922371397, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2922371397, ""message"": ""Security-risk Interferer 'WiFi Inverted' is detected by 'AP04-11.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547676939420, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547676939420, ""@displayName"": ""2922371397""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:68:40!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP13-13.rdu, Interface 802.11a/b/g/n/ac"", ""source"": ""LradIf!78:0c:f0:61:4a:a0!0"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547675963349, ""alarmId"": 2922370946, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2922370946, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP13-13.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547675963349, ""wirelessSpecificAlarmId"": ""10.11.132.1_0_ab:"", ""lastUpdatedAt"": 1547676053854, ""@displayName"": ""2922370946""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:4a:a0!0",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP14-15.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!70:79:b3:a7:f8:e0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547674526471, ""alarmId"": 2922257222, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2922257222, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP14-15.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547674526471, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547675829109, ""@displayName"": ""2922257222""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!70:79:b3:a7:f8:e0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP06-15.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:61:6b:a0!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547672118734, ""alarmId"": 2922257139, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2922257139, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP06-15.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547672118734, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547674383807, ""@displayName"": ""2922257139""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:6b:a0!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP10-15.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:61:70:40!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547674044029, ""alarmId"": 2922257019, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2922257019, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP10-15.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547674044029, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547674092025, ""@displayName"": ""2922257019""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:70:40!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP02-11.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:68:cd:60!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547673843993, ""alarmId"": 2922256941, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2922256941, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP02-11.rdu'.Interferer severity is '2'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547673843993, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547673894098, ""@displayName"": ""2922256941""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:68:cd:60!1",PRIME_Alarms,raw_global
"{""category"": {""value"": ""Security"", ""ordinal"": 8}, ""deviceName"": ""AP AP06-14.rdu, Interface 802.11a/n/ac"", ""source"": ""LradIf!78:0c:f0:61:6a:00!1"", ""severity"": ""CRITICAL"", ""condition"": {""value"": ""SI_SECURITY_TRAPS"", ""ordinal"": -1}, ""alarmFoundAt"": 1547673831599, ""alarmId"": 2922256936, ""nttyaddrss7_address"": "" 10. 11.132.  1"", ""@id"": 2922256936, ""message"": ""Security-risk Interferer 'WiFi Invalid Channel' is detected by 'AP06-14.rdu'.Interferer severity is '0'."", ""acknowledgementStatus"": false, ""timeStamp"": 1547673831599, ""wirelessSpecificAlarmId"": ""10.11.132.1_2_ab:"", ""lastUpdatedAt"": 1547673831599, ""@displayName"": ""2922256936""}","2019-01-17T05:47:16.000+0500",mipagent.localdomain,"rest://PRIME_CriticalAlarmsDivided
LradIf!78:0c:f0:61:6a:00!1",PRIME_Alarms,raw_global
